Entitas,Label
iran,GPE
as,GPE
al jazeera,ORG
the wall street journal larijani,ORG
washington,GPE
oman,GPE
as,GPE
lari,PER
##jan,ORG
presiden as,NOR
donald trump,PER
iran,GPE
trump,PER
washington,GPE
menteri negeri menlu iran,NOR
seyed abbas araghchi,PER
amerika serikat as,GPE
israel,GPE
arraghci xinhua abc news,ORG
iran,GPE
presiden as,NOR
donald trump iran,PER
iran,GPE
trump,PER
truth social,PRD
araghchi abc news,ORG
trump,PER
washington,GPE
presiden amerika serikat as,NOR
donald trump,PER
nuklir,EVT
iran,GPE
trump,PER
the atlantic,ORG
trump,PER
iran,GPE
trump trump,PER
##osiator,NOR
iran,GPE
israel,GPE
iran,GPE
iran,GPE
as,GPE
trump,PER
trump,PER
jakarta,GPE
amerika serikat,GPE
iran,GPE
februari,DAT
as,GPE
presiden amerika serikat,NOR
donald trump,PER
as,GPE
operasi tempur besarbes,EVT
iran,GPE
amerika,GPE
iran,GPE
israel,GPE
iran,GPE
iran,GPE
juni,DAT
iran,GPE
israel,GPE
as,GPE
timur,LOC
asisrae,LOC
jakarta institute for development of economics and finance indef,ORG
amerika serikat as,GPE
israel iran timur,GPE
kepala,NOR
pusat makroekonomi keuangan indef,ORG
m rizal taufikurah,PER
teluk jalur vital selat hormuz,LOC
minyak lpg,PRD
indonesia,GPE
washington,GPE
presiden amerika serikat as,NOR
donald trump,PER
as,GPE
trump,PER
enam menit,QTY
xinhua,ORG
as,GPE
trump,EVT
as,GPE
##trum,PER
korps garda revolusi islam islamic revolutionary guard corpsirgc iran,NOR
menteri neger,NOR
washington,GPE
presiden amerika serikat as,NOR
donald trump,PER
as,GPE
sembilan,CRD
kapal,PRD
angkatan laut iransaya,NOR
sembilan,CRD
kapal angkatan laut,PRD
iran,GPE
komando angkatan laut iran,NOR
trump,PER
xinhua,ORG
as,GPE
angkatan laut iran,NOR
trump,PER
fox news,ORG
iran,GPE
asisrael iran,NOR
komando pusat central commandcentcom as pasukan as,NOR
jakarta bank indonesia bi,ORG
rupiah,MON
iran,GPE
amerika serikat,GPE
##is,PER
##rae,PER
kepala departemen pengelolaan moneter aset sekuritas bi,ORG
erwin gunawan hutapea,PER
jakarta bank sentral pasar,ORG
domest,PRD
##d,ORG
bi,ORG
beijing,NOR
menteri negeri china,NOR
wang yi,PER
menteri negeri rusia,NOR
sergei lavrov,PER
amerika serikat israel iran,GPE
wang yi,PER
china,GPE
rusia,NOR
dewan keamanan pbb,NOR
iran,GPE
china,GPE
piagam pbb,LAW
kementerian negeri china,NOR
beijing,GPE
wang yi,PER
as,GPE
israel,GPE
iran,GPE
perundingan nuklir,EVT
iran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
teheran iran,NOR
pemerintah iran,NOR
ayatollah ali khamenei,PER
asisrae,ORG
##l,NOR
rudal iran,PRD
israel,GPE
as,GPE
foto,LOC
##mehr news agency,ORG
xinhua,ORG
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
teheran,GPE
iran,GPE
pemerintah iran,NOR
ayatollah ali khamenei,PER
asisrael,ORG
m,PER
teheran,GPE
militer as,NOR
iran,GPE
pangkalanpangkalan amerika timur korps garda revolusi islam iran irgc ahadpangkalan militer as bahrain,NOR
rudal balistik pangkalanpangkalan,PRD
amerika,GPE
pesawat berawak,PRD
pangkalan,NOR
angkatan laut bahrain,FAC
komando dukunganmenurut irgc teheran,NOR
pangkalan,FAC
angkatan laut,NOR
as ali,FAC
als,PER
kuwait,GPE
teheran,GPE
iran,GPE
pemimpin tertinggi iran,NOR
ali khamenei,PER
amerika,GPE
serikat,NOR
asisrael teheran,NOR
pemimpin iran,NOR
nour news media,ORG
dewan keamanan nasional tertinggi negara,NOR
khamene,PER
iran,GPE
xinhua,PER
##editor santoso,PER
copyright,ORG
beijing,NOR
pemerintah china,NOR
amerika serikat,GPE
israel,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
pemimpin,NOR
iran,NOR
iran,GPE
china,GPE
juru bicara kementerian negeri china,NOR
kementerian negeri diakses,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
as,GPE
israel,GPE
iran,NOR
pemerintah iran,NOR
kara,GPE
##chi pakistan,NOR
sembilan,CRD
polisi,NOR
konsulat as karachi pakistan,NOR
pemimpin tertinggi iran,NOR
ali khamenei,PER
asisrael,NOR
dr sabir,ORG
rumah,ORG
sakit sipil,FAC
kara,NOR
##chi,ORG
sembilan,CRD
delapan,CRD
dokter kepolisian,NOR
dr summaiya syed,PER
polisi,NOR
polisi,NOR
jakarta,GPE
iran,GPE
ayatollah ali khamenei,PER
pemimpin tertinggi republik islam iran,NOR
amerika serikat israel,GPE
ali khamenei,PER
asi,GPE
iran,GPE
kota teheran,GPE
khamene,PER
iran,GPE
iran,GPE
wal afiat teguh,PER
komando perang presiden as,NOR
donald tr,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel,GPE
ulama politisi iran,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel,GPE
iran,NOR
uu ite,LAW
teheran,NOR
korps garda revolusi islam iran irg,NOR
##c ahmad vahidi,PER
penasihat iran,NOR
khabar online vahidi,PER
mohammad pakpour,PER
as,GPE
israel,GPE
komando tertinggi angkatan bersenjata iran,NOR
pemimpin tertinggi iran,NOR
ali khamenei,PER
panglima tertinggi angkatan bersenjata iran,NOR
pemerintah iran,NOR
kepala staf militer iran,NOR
abdulrahim mousavi,PER
menteri pertahanan,NOR
aziz nasirzadeh,PER
komandan irgc pakpour sekretaris dewan pertahanan,NOR
ali shamkhan,PER
tel aviv,GPE
amerika serikat,GPE
as,GPE
israel,GPE
iran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
iran,GPE
israel,GPE
as,GPE
tel aviv,GPE
iran,GPE
israel,GPE
darurat nasional,NOR
israel,GPE
xinhuaeditor,ORG
aditya eko sigit wicaksono,PER
##right,ORG
jakarta,GPE
iran,GPE
ali khamenei,PER
rudal amerika serikat israel,PRD
akademisi pengamat timur universitas padjadjaran,ORG
dina,PER
iran,GPE
pemerintahan republik islam iran,NOR
imam ruhollah khomeini,PER
jakarta,GPE
pemimpin,NOR
iran,NOR
revolusi,PER
istanbul,GPE
iran,GPE
pemimpin tertinggi,NOR
ayatollah ali khamene,PER
as,GPE
israel,GPE
timur,GPE
iran,GPE
iran,GPE
khamene,PER
iran,GPE
iran,GPE
teheran,GPE
lapangan inkilap,LOC
kham,PER
##ene,LOC
as,GPE
israel,GPE
kota,GPE
suci qom ratus,LOC
jakarta,GPE
ekonom,ORG
direktur eksekutif core indonesia,ORG
mohammad faisal,PER
israel,GPE
iran,GPE
minyak,PRD
jakarta,GPE
faisal,PER
dolar as barel,MON
dolar as,MON
minyak,PRD
selat hormuz,LOC
dolar as,MON
selat hormuz,LOC
minyak mentah,PRD
dolar barel,MON
rusiaukrain,EVT
faisal m,PER
web,PRD
uu ite,LAW
teheran,GPE
presiden iran,NOR
dewan wali iran,NOR
ali khamenei,PER
amerika serikat israel,GPE
wakil presiden iran,NOR
mohammad mokhber,PER
wali,NOR
ir,PER
wapres,NOR
mokhber,PER
amerika serikat,GPE
israel,GPE
iran,GPE
kota teheran,GPE
iran,GPE
rudal balas,PRD
teheran,NOR
korps garda revolusi islam iran irgc,NOR
angkatan bersenjata iran,NOR
ayatollah ali khamenei,PER
pemerintah iran,NOR
khamenei,PER
israel,GPE
amerika serikat iran,GPE
tasnim khamenei,PER
angkatan bersenjata republik islam iran israel,NOR
teroris amerika irgc,NOR
stasiun televisi pemerintah iran as israel,NOR
iran tehe,GPE
teheran,GPE
televisi pemerintah iran ahad,NOR
pemimpin tertinggi iran,NOR
ali khamenei,PER
israel,GPE
amerika serikat,GPE
israel,NOR
presiden as,NOR
donald trump,PER
khamenei,PER
ayatollah ali khamenei,PER
iran,GPE
presiden amerika serikat,NOR
israel,GPE
iran,GPE
teheran,GPE
as,GPE
timur,GPE
iran,GPE
isra,GPE
web,PRD
uu ite,LAW
tokyo,NOR
presiden amerika serikat,NOR
donald trump,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
asisrae,NOR
khamene,PER
trump,PER
teheran,GPE
aman,PER
trump khamene,PER
pelacakan,PRD
amerika serikat,GPE
israel,GPE
pemimpin,NOR
iran,GPE
juru bicara kementerian negeri iran media as,NOR
aman,PER
teheran,GPE
iran,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
presiden amerika serikat as,NOR
donald trump,PER
iran,GPE
teheran kham,EVT
##ene,PER
presiden as,NOR
amerika,GPE
iran,GPE
anti,EVT
iran,GPE
teheran,GPE
kota,GPE
iran,GPE
januari,DAT
b,EVT
ankara negara,GPE
arab,GPE
teluk persia,GPE
amerika serikat,GPE
as,GPE
iran,GPE
arab saudi oman qatar,GPE
pemerintahan presiden,NOR
donald trump gedung,PER
putih,ORG
teheran,GPE
the wall street journal,ORG
##negara,ORG
iran,GPE
as,GPE
istanbul,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
presiden as,NOR
donald trump,PER
khamenei platform x,ORG
trump,PER
persia,GPE
kham,PER
nimrod reza khan mohammad reza,PER
trump,PER
trump,PER
istanbul,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
presiden amerika serikat as,NOR
donald trump,PER
persatuan nasional,NOR
iran,GPE
khamene,PER
iran,GPE
iran,GPE
trump,PER
iran,GPE
iran,GPE
kham,PER
##ene,PER
trump,PER
istanbul,GPE
senator amerika serikat as,NOR
lindsey graham,PER
presiden as,NOR
donald trump,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
pemerintah iran,NOR
ayatollah,PER
donald j trump,PER
graham,PER
fox news,ORG
graham,PER
iran,GPE
timur,GPE
nazi,NOR
iran,GPE
iran,GPE
istanbul,GPE
korps garda revolusi islam irgc iran,NOR
israel,GPE
mayor jenderal ebrahim jabbari,PER
semires,PER
mehr,PER
senin,DAT
israel,GPE
as,GPE
rudal,PRD
jenderal yahya rahim safavi,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei senin,PER
angkatan laut pasukan quds,NOR
jakarta,GPE
iran,GPE
israel,GPE
perang iranisrae,EVT
gencatan senjata,EVT
juni,DAT
pesawat tempur iran israel,PRD
langit,EVT
israel,GPE
pesawatp,PRD
istanbul,GPE
iran,GPE
rudal,PRD
amerika,GPE
serikat al udeid,NOR
qatar,GPE
as,GPE
nuklir,PRD
iran,GPE
televisi nasional iran press tv,ORG
operasi bashayer alfath,EVT
angkatan bersenjata iran,NOR
rudal,PRD
pangkalan al udeid,FAC
qatar,GPE
as,GPE
iran,GPE
rudal,PRD
as,GPE
dewan keamanan nasional tertinggi iran,NOR
ali khamenei,PER
bom nuklir,PRD
israel,GPE
iran,GPE
nuklir,PRD
ayatollah ali khamenei,PER
ali khamenei,PER
israel,GPE
amerika serikat,GPE
februari,DAT
iran,GPE
iran,GPE
ali khamenei,PER
as,GPE
tel aviv,GPE
israel,GPE
the times,ORG
israel,GPE
senjata nuklir,PRD
iran,GPE
ali khamenei,PER
ali khamene,PER
israel,GPE
fatwa bom,LAW
nuklir iran,PRD
israel,GPE
fatwa bom,LAW
nuklir iran,PRD
pemimpin tertinggi negara,NOR
ayatollah ali khamenei,PER
ali khamenei,PER
israel,GPE
amerika serikat,GPE
februari,DAT
israel,GPE
the times,ORG
israel,GPE
bom nuklir iran,PRD
ali khamenei,PER
pemimpin iran,NOR
ali khamenei,PER
mojtaba khamenei,PER
bom,LAW
nuklir,PRD
the times of,ORG
isra,PER
##e,ORG
trump,PER
pemimpin tertinggi iran,NOR
ali khamene,PER
presiden amerika serikat as,NOR
donald trump,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
truth social,PRD
trump,PER
iran,GPE
ali khamenei,PER
iran,GPE
iran,GPE
trump,PER
truth social advertis,PRD
trump,PER
iran,GPE
presiden amerika serikat,NOR
donald trump,PER
iran,GPE
trump,PER
teheran,NOR
washington,GPE
trump,PER
office gedung putih,ORG
trump,PER
iran,GPE
trump,PER
iran,GPE
ayatollah ali khamenei,PER
as,GPE
israel,GPE
ali khamenei,PER
mojtaba khamene,PER
dewan,NOR
ulama ahli,ORG
iran,NOR
iran,GPE
ali khamenei,PER
tujuh pekan,QTY
amerika serikat israel teheran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
khamene,PER
amerika serikat,GPE
israel,GPE
februari,DAT
teheran,GPE
as,GPE
iran,GPE
meluas,EVT
timur,GPE
ali khamenei,PER
tujuh pekan,QTY
ruhollah khomeini,PER
iran,GPE
mojtaba khamene,PER
ali khamenei,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
mojtaba khamenei,PER
khamenei,PER
amerika serikat,GPE
##rae,EVT
teheran,GPE
februari,DAT
majelis,NOR
ahli,ORG
iran,NOR
khamene,PER
ahli badan deli,ORG
##beratif,NOR
ulama,REG
syiah,NOR
iran,GPE
mojtab,EVT
pemimpin iran,NOR
ayatollah ali khamenei,PER
berwenang iran,NOR
pemerintah fars,NOR
ayatollah ali khamenei,PER
khamenei,PER
militer,NOR
amerika,GPE
serikat asisrae,NOR
wilayah,NOR
iran,GPE
pemerintah iran,NOR
fars al jazeera,PER
pemerintahan iran,NOR
tujuh,CRD
televisi pemerintah iran,NOR
ali kham,PER
tok anak,PER
ali khamenei,PER
mojtaba khamene,PER
pemimpin tertinggi iran iran,NOR
mojtaba khamene,PER
ayatollah ali khamenei,PER
ali khamenei,PER
amerika serikat,GPE
israel,GPE
februari,DAT
ayatollah,PER
seyyed mojtaba hosseini khamene,PER
ketiga,ORD
republik islam iran,NOR
teheran,GPE
mojtaba,NOR
ulama,ORG
meneng,NOR
hamas,NOR
khamene,PER
hamas,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
gerakan khamenei,ORG
hamas,NOR
amerika serikat,GPE
as,GPE
israel,GPE
hamas,NOR
ayatollah ali khamene,PER
islam,REG
palestina,GPE
pemerintah pendudukan fasis,NOR
prabowo,PER
ali khamene,PER
prabowo subianto,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
amerika serikat,GPE
##rael iran,NOR
sekretaris kabinet,NOR
teddy indra wijaya,PER
presiden prabowo presiden iran,NOR
masoud pezeshkian,PER
ali khamene,PER
##had,LOC
iran,GPE
pemimpin,NOR
iran,GPE
mashhad,LOC
iran,GPE
prabowo subianto,PER
ayatollah ali khamenei,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
##asi,NOR
pemerintah iran,NOR
fars,PER
far,PER
kham,PER
##ene,GPE
alunalun teheran,LOC
israel,GPE
ali khamene,PER
menteri pertahanan israel israel,NOR
katz,PER
ayatollah,PER
ali khamenei,PER
iran,GPE
israel,GPE
amerika serikat,GPE
kat,PER
khamene,PER
republik islam,NOR
israel,GPE
iran,GPE
khamene,PER
netanya,PER
##hu,NOR
pemimpin tertinggi iran,NOR
ali khamenei,PER
perdana menteri israel,NOR
benjamin netanyahu,PER
pemimpin tertinggi iran,NOR
ayatollah,PER
ali khamenei,PER
israel,GPE
##amerika,NOR
serikat,GPE
teheran,GPE
netanyahu,PER
mahkamah kriminal internasional,NOR
international,ORG
criminal court ic,NOR
##c,ORG
netanyahu,PER
khamene,PER
dewan ulama,NOR
ali khamenei,PER
ulama,ORG
iran,NOR
ali khamenei,PER
assembly of experts,ORG
mohammadmehdi mirbaqeri,PER
pemimpin iran,NOR
mehr,PER
news agency,ORG
mirbaq,PER
moh,PER
##sen,ORG
iran,GPE
khamene,GPE
republik islam iran,NOR
ayatollah ali khamene,PER
amerika,GPE
serikat as,NOR
israel,GPE
khamenei,PER
iran,GPE
al jazeera,ORG
iran,GPE
irna,PER
dewan transisi,NOR
ayatollah ali khamenei,PER
kota suci mashhad,LOC
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
israel,GPE
##amerika serikat,GPE
kota suci mash,LOC
##had,GPE
fars al jazeera khamenei,PER
mashhad,GPE
iran,GPE
imam reza,PER
khamenei,PER
asi,NOR
##srae,ORG
##l,NOR
iran,GPE
israel,GPE
iran,GPE
khamene,PER
kepala keamanan iran,NOR
ali larijani,PER
iran,GPE
ayatollah ali khamene,PER
as,GPE
israel,GPE
iran,GPE
amerika serikat,GPE
israel,GPE
iran,GPE
larijan,PER
dewan keamanan nasional tertinggi,NOR
iran,GPE
khamene,PER
kota mashhad iran,GPE
ayatollah ali khamene,PER
amerika serikat,GPE
as,GPE
israel,GPE
saluran press tv,ORG
khamene,PER
kompleks,LOC
makam suci imam reza,LOC
khamene,PER
kota,GPE
teh,LOC
garda revolusi iran,NOR
khamene,PER
korps garda revolusi islam,NOR
irgc,ORG
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
amerika,GPE
serikat as,NOR
israel,GPE
fars irgc,ORG
khamene,PER
ir,NOR
##gc al jazeera advertis,ORG
irgc,ORG
khamene,PER
aliansi amerika serikat israel,NOR
ali larijani,PER
khamene,PER
sekretaris dewan keamanan nasional iran,NOR
ali larijani,PER
ayatollah ali khamenei khamenei,PER
amerika,GPE
##s,NOR
##rae,ORG
##l,NOR
teheran,ORG
ali larijani,PER
iran,GPE
khamene,PER
iran,GPE
asisrael,NOR
al,ORG
jazeera,PER
ali larijani,PER
khamene,PER
iran,GPE
khamenei trump,PER
iran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
presiden amerika serikat,NOR
donald trump,PER
hak,ORG
asasi manusia ham,NOR
amerika,GPE
serikat,NOR
hrana,ORG
iran,GPE
hr,PER
##ana,ORG
iran,GPE
presiden amerika,NOR
serikat,GPE
iran,GPE
megawati,PER
khamene,PER
asisrael presiden ri,NOR
megawati soekarnoputri,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
asi,NOR
##s,ORG
##rael,NOR
februari,PER
megawati,PER
partainya,NOR
sekjen pdip,NOR
hasto kristiyanto,PER
duta iran,NOR
mohammad boroujerd,PER
kedutaan kedubes iran jakarta,NOR
megawati,PER
khamene,PER
asisrael advertis,ORG
presiden iran,NOR
khamene,PER
presiden iran,NOR
masoud pezeshkian,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
hak,NOR
negara republik islam iran,NOR
al jazeera adver,ORG
khamene,PER
iran,GPE
khamenei trump,PER
presiden amerika serikat,NOR
donald trump,PER
iran,GPE
iran,GPE
pemimpin,NOR
ayatollah,PER
ali khamenei,PER
trump,PER
truth,PER
teheran,GPE
iran,GPE
trump,PER
al,PER
jaz,ORG
##eer,PER
washington tehera,GPE
kham,PER
konsulat as pakistan,NOR
sembilan,CRD
konsulat as kota kara,NOR
##chi,GPE
pakistan,NOR
as,GPE
israel,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
israel,GPE
amerika,GPE
irak,GPE
polisi,NOR
gas air,PRD
granat keju,PRD
zona,LOC
kota,GPE
baghdad,LOC
kedutaan as pakistan irak,NOR
ali khamenei trump,PER
iran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
presiden amerika serikat,NOR
donald trump,PER
iran,GPE
khamene,PER
gencatan,NOR
senjata,EVT
iran,GPE
israel,GPE
khamene,PER
iran,GPE
trump,PER
amerika,GPE
iran,GPE
khamene,PER
ir,PER
trump,PER
trump,PER
iran,GPE
amerika serikat,GPE
israel,GPE
##ein,PER
amerika serikat,GPE
iran,GPE
ali khamenei,PER
umat syiah,REG
nabi muhammad,REG
pemimpin tertinggi iran,NOR
ayatollah sayyed ali khamenei,PER
nabi muhammad saw,REG
islam,REG
syiah,REG
khamene,PER
iran,GPE
khamene,PER
imam husain as,PER
imam zainul abidin,PER
ahlul bait,REG
nabi muhammad saw,REG
khamenei,PER
sayyed,PER
ali khamene,PER
muslim,REG
sunni,REG
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
umat islam,REG
iran,GPE
tehran times,ORG
syiah,REG
sunni,ORG
islam,REG
kham,EVT
##ene,PER
pertemuan ulama,EVT
imam,NOR
sekolah aliran sunni wilayah,ORG
iran,GPE
pekan persatuan,EVT
islam,ORG
bertep,EVT
israel,GPE
teheran,GPE
iran,GPE
ali khamene,PER
israel,GPE
iran,GPE
pemimpin tertinggi ayat,NOR
##ollah ali khamenei,PER
teheran,GPE
timur,GPE
tenggara teheran,LOC
israel,GPE
iran al jazeer,GPE
rezim,NOR
iran,GPE
teheran,GPE
israel,GPE
pemimpin tertinggi iran,NOR
ayato,PER
as,GPE
iran,GPE
ali khamene,PER
amerika serikat,GPE
iran,GPE
aaron david miller,PER
pemimpin,NOR
iran,NOR
ayatollah ali khamene,PER
as,GPE
iran,GPE
khamene,PER
as,GPE
jet pengebom b,PRD
khamene,PER
miller,PER
trump,PER
khamene,PER
israel,GPE
presiden amerika serikat as,NOR
donald trump,PER
iran,GPE
trump,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
trump,PER
khamene,PER
israel,GPE
hal,PER
iran,GPE
t,PER
israel,GPE
iran,GPE
ayatollah ali khamene,PER
israel,GPE
iran,GPE
teheran,GPE
tel aviv,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
rapat,ORG
teheran adver,EVT
##tis,ORG
ayatollah,PER
ali khamene,PER
israel,GPE
teheran,GPE
iran,GPE
international,ORG
ali khamene,PER
mojtaba bunker jam,LOC
israel,GPE
teheran,GPE
iran,GPE
iran,GPE
operasi true promise,EVT
pakistan,GPE
humaira asghar ali,PER
september,DAT
##e,ORG
humaira asghar ali,PER
kara,GPE
pakistan,GPE
polisi,NOR
ali,PER
humaira,PER
polisi,NOR
pakistan,GPE
humaira,PER
ali khamenei,PER
israel,GPE
as,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
israel,GPE
amerika serikat,GPE
situs,LOC
iran,GPE
khamene,PER
israel,GPE
iran,GPE
zionis,GPE
republik islam,NOR
kham,PER
##enei,GPE
as,GPE
iran,GPE
isra,PER
##l,EVT
zionis,NOR
israel,GPE
israel,GPE
pemimpin iran,NOR
trump,PER
pemimpin tertinggi iran,NOR
mojtaba khamenei,PER
perang amerika serikat israel,EVT
khamenei,PER
amerika serikat,GPE
iran,GPE
khamene,PER
teluk selat hormuz,LOC
iran,GPE
amerika,EVT
israel,GPE
pemimpin tertinggi iran,NOR
mojtaba,PER
pemimpin,NOR
iran,GPE
mojtaba khamenei,PER
moj,PER
##tab,NOR
##a khamene,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel,GPE
februari,DAT
asis,PER
khamene,PER
televisi,NOR
iran,GPE
kham,PER
##ene,GPE
amerika serikat,GPE
pemimpin tertinggi iran sindir,NOR
arab,GPE
pangkalan boneka,NOR
as,GPE
pemimpin tertinggi iran,NOR
mojtaba khamenei,PER
negara,GPE
##negara,GPE
arab,GPE
amerika serikat,GPE
pangkalan,LOC
##pangkala,ORG
##n boneka,PRD
amerika,GPE
stasiun televisi iran advertisement,ORG
mojtaba khamenei,PER
as timur,GPE
asisrael,NOR
iran,GPE
februari,DAT
asi,NOR
##s,ORG
##rael,NOR
teheran,GPE
pangkalan,LOC
##pangkalan,ORG
as,GPE
trump,PER
##oa,NOR
iran,NOR
kolaps teheran iran,NOR
amerika,GPE
serikat,NOR
donald trump,PER
teheran,GPE
kolaps iran,NOR
tasni,PER
wakil ketua komite keamanan nasional parlemen iran,NOR
pemimpin,NOR
mojtaba khamenei,PER
tan,PER
##sim,NOR
mojtaba khamene,PER
ketua parlemen,NOR
mohammad baqer ghalibaf,PER
ghalibaf,PER
petinggi irak,NOR
khamene,PER
pemimpin syuhada pemimpin irak ulama,NOR
moqtada alsadr,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel,GPE
coordination framework,ORG
pemerintahan kelompokkelompok syiah,NOR
ayatollah ali khamene,PER
syuhada,NOR
khamene,PER
zionis,ORG
alsadr,PER
khamenei,PER
presiden iran,NOR
israel,GPE
serikat,NOR
presiden iran,NOR
masoud pezeshkian,PER
ayatollah ali khamene,PER
amerika serikat,GPE
israel,GPE
khamene,PER
khamene,PER
islam,REG
syiah,EVT
amerika,GPE
pemimpin tertinggi iran,NOR
ali khamenei,PER
pemimpin,NOR
ayatollah ali khamene,PER
iran,GPE
negaranegara barat,NOR
israel,GPE
khamene,PER
kongres nasional martir provinsi,ORG
koh,PER
##gil,ORG
##uyeh,NOR
boy,PER
##er,ORG
ahmad,PER
khamene,PER
meh,PER
##r news syuhada,ORG
iran,GPE
saddam,PER
jemaah haji pasuruan gowa,NOR
madinah,REG
haji ri jemaah haji ri,NOR
madinah,REG
arab saudi,GPE
pasuruan,NOR
jawa timur,GPE
jatim gowa,NOR
sulawesi selatan sulsel,GPE
surabaya,GPE
haji pasuruan,ORG
kamar,PER
##iyah,ORG
ketua,NOR
ppih,ORG
embarkasi,NOR
surabaya,ORG
asadul ana,PER
kelompok terbang kloter embarkasi surabaya,ORG
kamar,PER
khamenei,PER
asisrael,NOR
media,ORG
iran,NOR
tas,PER
##ni,ORG
##m,PER
fars news agency,ORG
pemimpin tertinggi iran,NOR
ayatollah ali khamenei i,PER
amerika serikat,GPE
israel teheran,GPE
al jazeera media,ORG
korps garda revolusi islam irgc,NOR
iran,GPE
tasnim far,PER
khamene,PER
presiden amerika serikat,NOR
donald trump,PER
truth social mil,PRD
lengkap,PER
khamene,PER
pemimpin hamas,NOR
haniyeh,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
israel,GPE
pemimpin biro politik hamas,NOR
ismail haniyeh khamenei,PER
ismail haniyeh,PER
pemimpin pemberani hamas mujahid,NOR
palestina,GPE
zionis,GPE
iran,GPE
teheran,GPE
rezim zionis,NOR
iran,GPE
khamenei,PER
asisrael media iran,NOR
tasnim,PER
fars news agency,ORG
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel,GPE
teheran,GPE
jazeera,ORG
khamene,PER
presiden as,NOR
donald trump,PER
khamene,PER
washington,GPE
israel,GPE
teheran,GPE
ali khamenei,PER
iran,GPE
iran,GPE
iran,GPE
khamenei,PER
iran,GPE
ayatollah ali khamenei,PER
majelis ahli iran,NOR
ali moalemi,PER
majelis,NOR
khamenei,PER
moalem,PER
al jazeer,ORG
majelis ahli iran,NOR
iran,NOR
majelis,NOR
pemilihan pemimpin majel,EVT
x,PER
kham,ORG
##ene,PER
trump,PER
x,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
presiden amerika serikat,NOR
donald trump,PER
khamenei,PER
bahasa,LAN
persia,GPE
khamene,PER
amerika serikat,GPE
##tis,ORG
khamenei,PER
iran,GPE
iran,GPE
ayatollah ali khamenei,PER
israel,GPE
amerika serikat,GPE
khamenei,PER
iran,GPE
israel,GPE
as,GPE
iran,NOR
ulama,ORG
ayatollah alireza arafi,PER
dewan,NOR
kepemimpinan,ORG
khamene,PER
cbs,ORG
mahasiswa,ORG
iran,GPE
isna araf,PER
garda revolusi iran,NOR
korps garda revolusi iran irgc,NOR
republik,GPE
islam iran,NOR
iran,ORG
fars news,ORG
irgc,ORG
amerika,GPE
irg,ORG
##c,PRD
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel teheran,GPE
irgc far news,ORG
khamene,PER
khamenei,PER
israel,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel,GPE
pemerintah iran,NOR
tasni,ORG
##m,NOR
khamene,PER
mansoureh,PER
khojasteh bagherzadeh,PER
mansoureh,PER
asisrael anadolu agency,ORG
khamenei,PER
as,GPE
